date-time,headline,views,tags,
24/05/2005 - 19:09,"Russian, Georgian Foreign Ministers to Discuss Exact Timeframe of Pullout",1,,
24/05/2005 - 16:07,Saakashvili Hails New Airport Project,1,,
25/05/2005 - 09:45,BTC Starts Pumping Oil,2,,
25/05/2005 - 11:06,U.S. Senior Senator Speaks of Cooperation with Georgia,2,,
25/05/2005 - 11:33,Latvian President Visits Georgia,1,,
25/05/2005 - 13:19,GUAM Concerned over Andizhan Bloodshed,1,,
25/05/2005 - 15:41,Civil Society Organizations Pledge Support to Business,1,,
25/05/2005 - 15:12,WWF: BTC Carries Risk for Environment,4,,
25/05/2005 - 17:51,Russian Officials Try to Convince Chechen Refugees to Repatriate,4,,
25/05/2005 - 16:15,Russian MFA Comments on Talks over Military Bases,1,,
25/05/2005 - 16:36,"Azeri, Turkish, Georgian Leaders Sign Railway Accord",7,,
25/05/2005 - 19:36,Georgian Church Refuses to Stop Recognizing Jerusalem Patriarch,5,,
27/05/2005 - 12:49,"Officials Say Tbilisi, Moscow Nearing Accord on Bases",4,Salome Zurabishvili,
27/05/2005 - 14:13,"Georgia, Latvia Agree to Enhance Economic Cooperation",1,,
27/05/2005 - 14:33,"Kiev Wants to Export Azeri Oil in Europe via Georgia, Ukraine",1,,
27/05/2005 - 16:23,Russia Rotates Peacekeepers in Abkhazia,1,,
27/05/2005 - 17:39,GUAM Parliamentary Chairpersons Meet in Ukraine,1,,
27/05/2005 - 18:13,Newspaper: Disagreement Grows in Abkhaz Government,1,,
28/05/2005 - 11:27,"Bush: Rose, Orange Revolutions ‘Only the Beginning’",9,,
28/05/2005 - 19:01,Georgia Announces Tender Offer to Operate Poti Port,2,,
28/05/2005 - 16:23,515 Applicants Compete for Seats in Central Election Commission,1,,
29/05/2005 - 14:30,"Zhvania’s Widow, Brother Meet President, Chief Prosecutor",2,,
29/05/2005 - 15:16,George Soros Visits Georgia,3,,
30/05/2005 - 11:28,Five Die in S.Ossetia Shootout,2,,
30/05/2005 - 12:23,"Georgian, Russian Foreign Ministers Discuss Military Bases",3,Salome Zurabishvili,
30/05/2005 - 12:23,Build the Peace Together – NGO initiative in Gali Region,2,,
30/05/2005 - 13:22,Clash Fuels Tensions in South Ossetia,1,,
30/05/2005 - 17:20,"Russia, Georgia Strike Deal on Bases",8,Salome Zurabishvili,
30/05/2005 - 12:42,S.Ossetian MoD: Russian Citizens of Ossetian Origin Killed in Clash,1,,
30/05/2005 - 19:24,Russo-Georgian Joint Declaration – Details,6,Salome Zurabishvili,
30/05/2005 - 14:45,Official Repatriation of Chechen Refugees Launched,2,,
30/05/2005 - 15:28,Soros Meets Georgian Leadership,4,,
30/05/2005 - 16:20,"Moscow, Tbilisi Agree on Bases’ Withdrawal",25,Salome Zurabishvili,
30/05/2005 - 20:12,"Tbilisi, Tskhinvali to Jointly Investigate S.Ossetia Shootout",1,,
30/05/2005 - 21:39,Saakashvili Speaks of ‘Historic’ Moscow Declaration on Bases,3,Salome Zurabishvili,
31/05/2005 - 10:50,Lithuanian Defense Minister Visits Georgia,1,,
31/05/2005 - 14:40,Opposition Wants Group of MPs to Probe into Zhvania’s Death,7,,
31/05/2005 - 10:55,CIS Chief Executive Visits Georgia,1,,
31/05/2005 - 12:37,Opposition Worried Over Russo-Georgian Anti-Terrorist Center,2,,
31/05/2005 - 18:55,North Ossetia President Files Resignation,1,,
31/05/2005 - 17:54,Soros Speaks of Georgia Visit,33,,
31/05/2005 - 20:27,"President Nominates CEC Chairman, Members",1,,
31/05/2005 - 20:34,"EU, NATO, OSCE Welcome Russo-Georgian Deal on Bases",1,,
01/06/2005 - 10:33,U.S. Senate Confirmed Tefft as Ambassador to Georgia,4,,
01/06/2005 - 12:42,"Zourabichvili: Tbilisi, Moscow Launch New Stage of Relations",3,Salome Zurabishvili,
31/05/2005 - 21:27,OSCE Ready to Monitor Gudauta Base in Abkhazia,3,,
01/06/2005 - 13:39,"EU, Turkish Envoys Visit Abkhazia",1,,
01/06/2005 - 14:35,Tbilisi Hopes for Foreign Aid to Finance Bases Withdrawal,1,,
01/06/2005 - 16:50,Georgian PM: CIS Needs Reforms,1,,
01/06/2005 - 18:21,"Kokoity Visits Moscow, Speaks of South Ossetia’s Policy",1,,
03/06/2005 - 12:55,"U.S. Senator Hagel, General Wald Visit Georgia",1,,
03/06/2005 - 14:50,Georgia Pushes to Reform CIS,1,,
03/06/2005 - 13:07,Ukrainian PM: GUAM not an Alternative to CIS,1,,
03/06/2005 - 14:57,S.Ossetian Minister: Armed Clash Hampered Demilitarization,1,,
03/06/2005 - 18:49,Saakashvili Wants Putin to Visit Georgia,2,,
04/06/2005 - 12:02,"Bush, Saakashvili Hold Phone Talks",1,,
03/06/2005 - 20:31,Parliament Approves New CEC,1,,
04/06/2005 - 12:28,"PACE Draft Report Criticizes Russia over S.Ossetia, Abkhazia",1,,
04/06/2005 - 14:00,"Russian, EU Officials Discuss Conflicts in South Caucasus",1,,
04/06/2005 - 15:52,Russia Downplays Baku’s Concern over Relocating Arms from Georgia to Armenia,2,,
04/06/2005 - 17:08,Georgian Official: Moscow Sends Military Equipment to S.Ossetia,2,,
04/06/2005 - 18:06,Opposition Wants Referendum on Direct Elections of Mayors,1,,
05/06/2005 - 16:04,Lufthansa Starts Flights to Georgia,9,,
06/06/2005 - 11:11,Q&A with Nana Karseladze,3,,
06/06/2005 - 11:30,Heavy Rains Hit Eastern Georgia,1,,
05/06/2005 - 19:16,“Professional” Election Commission Fails to Receive Opposition’s Confidence,0,,
06/06/2005 - 12:30,"Georgian, South Ossetian Sides Hold Talks in Brussels",1,,
06/06/2005 - 14:20,Russia Sets up Two Rifle Brigades on Border with Georgia,1,,
06/06/2005 - 16:30,Repatriation of Meskhetians Discussed in Tbilisi,3,,
06/06/2005 - 15:00,Russian Defense Minister Speaks of Bases’ Pullout,0,,
06/06/2005 - 17:13,UN Envoy Meets Abkhaz Leader,1,,
07/06/2005 - 10:20,Georgian Foreign Minister Visits Czech Republic,4,Salome Zurabishvili,
07/06/2005 - 11:15,PABSEC General Assembly Meets in Kiev,1,,
07/06/2005 - 13:55,Georgia Participates in ‘Amber Hope 2005’ Military Exercises,10,,
07/06/2005 - 11:00,Lithuanian Parliament Speaker Visits Tbilisi,1,,
07/06/2005 - 15:14,Putin Appoints Hardliner Leader in North Ossetia,2,,
07/06/2005 - 16:10,Azerbaijani Minister: South Caucasus Needs Demilitarization,1,,
07/06/2005 - 14:17,U.S. Hails Georgia’s Efforts to Eliminate Trafficking,1,,
07/06/2005 - 17:55,Regional Players Adjust to the Russian Military Pullout,1,,
07/06/2005 - 18:23,IMF Mission Visits Georgia,2,,
08/06/2005 - 12:15,Ukraine Seeks to Involve Turkey into GUAM,5,,
07/06/2005 - 20:56,U.S. Hails Georgia’s Efforts to Eliminate Trafficking,0,,
07/06/2005 - 18:51,Three Georgians Disappeared in S.Ossetia,1,,
08/06/2005 - 15:00,"Russian, Georgian Experts Discuss Details of Bases’ Pullout",1,,
08/06/2005 - 15:30,Deputy Interior Minister: Some Gangs are Beyond Tskhinvali Control,1,,
08/06/2005 - 11:30,Bagapsh Meets Finnish Ambassador to South Caucasus,1,,
09/06/2005 - 17:30,Arms Cache Found Near Georgian-Turkish Border,1,,
09/06/2005 - 18:50,Borderguard Officer Arrested on Abuse Charges,1,,
10/06/2005 - 10:30,Belarus Imposes Visa Regime for Georgia,3,,
10/06/2005 - 13:24,Tbilisi Slams Belarus President for Imposing Visa Regime,2,,
10/06/2005 - 13:30,Georgian Justice Minister Meets CoE Secretary General,1,,
10/06/2005 - 10:34,Air Traffic Controller Training Center to be Established,1,,
10/06/2005 - 14:42,Putin Approves Commission on Framework Agreement,2,,
10/06/2005 - 15:34,Russian Envoy Joins Talks over Military Bases,1,,
10/06/2005 - 16:40,IMF Mission Assesses Fiscal Situation in Georgia,1,,
10/06/2005 - 18:28,"Georgian, Abkhaz Sides Agree on Cooperation in Energy Sector",2,,
10/06/2005 - 18:54,Russian-Georgian Talks over Bases to Continue in Moscow,1,,
11/06/2005 - 00:26,New North Ossetian Leader for “Uniting” with South Ossetia,1,,
10/06/2005 - 19:23,"Ivanov: Georgia, Ukraine May Join NATO within 7-10 Years",1,,
11/06/2005 - 13:38,Belarus Foreign Minister Speaks of Visa Row with Georgia,2,,
12/06/2005 - 19:13,"Abkhaz, S.Ossetian Leaders Advocate Closer Ties with Russia",1,,
11/06/2005 - 15:59,New President of Football Federation Elected,1,,
12/06/2005 - 20:35,U.S. Military Official Visits Georgia,1,,
12/06/2005 - 21:21,State Minister Meets S.Ossetian Leader,1,,
13/06/2005 - 12:21,Georgian Defense Minister Visits U.S.,1,,
13/06/2005 - 14:11,Tbilisi Claims Retaliation Behind Abduction in S.Ossetia,1,,
13/06/2005 - 15:33,Russian Serviceman Detained in Batumi,1,,
13/06/2005 - 17:10,Putin Comments on CIS,1,,
13/06/2005 - 17:57,State Minister Accuses “Dark Forces” in South Ossetia Escalation Attmept,1,,
13/06/2005 - 18:50,Georgian Border Guards Start OSCE-led Training,1,,
13/06/2005 - 19:02,International Conference on South Ossetia Planned in Batumi,1,,
14/06/2005 - 10:24,IMF Managing Director Hails Georgia’s Progress,3,,
14/06/2005 - 11:41,"Georgian, S.Ossetian Law Enforcers Search for Missing Men",2,,
14/06/2005 - 11:46,One Man Goes Missing After Flood in Dusheti,1,,
14/06/2005 - 11:53,Georgian-Abkhaz Talks Planned in Moscow,1,,
14/06/2005 - 12:50,Burjanadze: Tbilisi has no Plans to Deploy Extra Troops in S.Ossetia,1,,
14/06/2005 - 13:10,Russian Serviceman Released in Batumi,2,,
14/06/2005 - 15:17,Officials Call on Georgians in S.Ossetia for Restraint,3,,
14/06/2005 - 16:01,S.Ossetia Offers Bounty for Information on Missing Georgians,1,,
14/06/2005 - 19:01,"Tbilisi, Moscow Agree on Transfer of Tank Repair Factory",4,,
14/06/2005 - 16:28,Russian MFA: Text of Agreement on Bases Close to Finalization,1,,
15/06/2005 - 10:33,Tank Battalions Start Maneuvers,1,,
15/06/2005 - 10:56,CIS Railway Chiefs Meet in Tbilisi,1,,
16/06/2005 - 15:31,Paper: State Minister Wants to Run for MP,1,,
16/06/2005 - 13:34,Russian Chief of Peacekeeping Operations Visits S.Ossetia,1,,
16/06/2005 - 15:52,Georgian Orthodox Church Calls on Religious Groups to Cooperate,3,,
16/06/2005 - 17:32,Russian Defense Minister Urges for Funds for Bases’ Withdrawal,1,,
16/06/2005 - 16:01,Georgia Boosts Border Security with Russia,1,,
16/06/2005 - 17:16,Opposition Requests CEC to Hold Referendum on Mayors’ Elections,1,,
16/06/2005 - 18:54,Opposition to Cooperate in MP By-Elections,1,,
16/06/2005 - 18:39,Opposition Activist Cites Intimidation Behind Car Explosion,1,,
16/06/2005 - 21:51,British Ambassador: EU-Georgian Action Plan Key Priority,5,,
17/06/2005 - 10:57,Georgian State Minister Hails Moscow Talks over Abkhazia,1,,
16/06/2005 - 22:02,"Moscow, Tbilisi Negotiate Text of Agreement on Bases’ Withdrawal",1,,
17/06/2005 - 12:51,Russian Paper Reports on Details of Abkhaz Railway Talks,1,,
17/06/2005 - 14:46,JCC to Meet in Moscow,2,,
17/06/2005 - 16:05,S.Ossetian PM Visits North Ossetia,1,,
17/06/2005 - 16:31,"Mine Injures Russian Serviceman, Georgian Policemen in S.Ossetia",1,,
17/06/2005 - 20:49,Opposition Signals Cooperation as By-Elections Loom,1,,
17/06/2005 - 18:44,Peacekeepers Set up Additional Checkpoint in South Ossetia,1,,
17/06/2005 - 17:10,Financial Police Grilled by MPs over High-Handed Tactics,1,,
17/06/2005 - 19:10,41 Georgians Arrested in Austria,5,,
18/06/2005 - 11:42,Text of Agreement on Bases’ Withdrawal Finalized,1,,
18/06/2005 - 12:37,Georgian Defense Minister Meets U.S. Secretary of Defense,3,,
18/06/2005 - 12:55,"Visa Free Regime Enforced for EU, Canadian, Japanese, Israeli, US Citizens",2,,
18/06/2005 - 18:29,Georgians Arrested in Spain,2,,
19/06/2005 - 11:04,IAEA Mission Visits Georgia,1,,
18/06/2005 - 18:48,Russia Asks to Withdraw Military Hardware via Abkhazia,1,,
20/06/2005 - 11:40,Burjanadze Visits China,1,,
20/06/2005 - 12:40,Tskhinvali Accuses OSCE of Biased Assessment of Situation,2,,
20/06/2005 - 15:21,"CoE to Discuss Opposition’s Rights in Georgia, Ukraine, Kyrgyzstan",1,,
20/06/2005 - 14:45,IAEA Inspectors Hold Talks with Georgian Government,1,,
20/06/2005 - 15:45,Russian General Denies Reports over Possible Pullout via Abkhazia,5,,
20/06/2005 - 18:08,MFA: Two Georgians Arrested in Spain,1,,
20/06/2005 - 18:12,Press Leak: Russian MFA on “Countering Anti-Russian Line of the Georgian Authorities”,1,,
20/06/2005 - 19:15,Russia’s EvrAzHolding Group Withdraws from Privatization Deal,1,,
20/06/2005 - 19:40,Okruashvili: Georgia Plans to Apply for NATO MAP Next Autumn,1,,
20/06/2005 - 22:24,Okruashvili: Agreement on Bases Withdrawal Needs Parliament’s Ratification,1,,
20/06/2005 - 20:08,JCC to Discuss Crime Situation in S.Ossetia,1,,
21/06/2005 - 10:43,"U.S.-EU Summit Discusses Georgia, Ukraine",1,,
21/06/2005 - 11:34,"Paper- Czech Acquisition, Falling Manganese Prices Compels EvrazHolding to Pull-out from Deal",2,,
22/06/2005 - 15:22,CRINGO organizes round-table devoted to World Refugee Day,2,,
22/06/2005 - 21:05,"Fierce Debate Rages over Tbilisi Mayor, City Council Elections",2,,
22/06/2005 - 17:48,"Opposition Against Draft Law on Mayor, City Council Election",2,,
22/06/2005 - 16:39,Russian MFA: Moscow will Secure its Tourists in Abkhazia,1,,
23/06/2005 - 10:51,JCC Agrees to Jointly Investigate Incidents in S.Ossetian Conflict Zone,1,,
22/06/2005 - 21:45,"Saakashvili Backs the New Rule for Electing City Council, Mayor",1,,
23/06/2005 - 13:29,"Scheffer: Georgia, Ukraine Not Yet Ready for NATO Membership",1,,
23/06/2005 - 14:37,PACE Urges Russia to Contribute to Conflict Resolution in Georgia,1,,
23/06/2005 - 16:08,"FSB: ‘Terrorists’ Infiltrate North Caucasus via Turkey, Georgia, Azerbaijan",2,,
23/06/2005 - 17:23,"MPs Discuss New Rule for Electing Tbilisi Mayor, City Council",1,,
23/06/2005 - 16:27,Soldier Dies of Gunshot Wound in Military Unit,1,,
23/06/2005 - 16:39,Bagapsh Against Linking Abkhaz Railway with Politics,1,,
23/06/2005 - 18:35,Neil Bush Visits Georgia,3,,
23/06/2005 - 19:58,"Parliament Approves New Rule on Electing Tbilisi City Council, Mayor",1,,
23/06/2005 - 20:14,Opposition Boycotts 2006 Local Elections,7,,
24/06/2005 - 15:02,"Opposition Threatens to Boycott Locals, as Parliament Passes New Rule on Electing City Council, Mayor",3,,
24/06/2005 - 13:04,Gazprom Plans to Increase Gas Price for CIS Countries,2,,
24/06/2005 - 11:26,Saakashvili Visits Monaco for Economic Forum,2,,
25/06/2005 - 14:13,Georgian Security Chief to Visit Baltic States,1,,
24/06/2005 - 18:03,Paper: Sokhumi Cautious over Railway Reopening,1,,
25/06/2005 - 16:40,Abkhaz Parliament Endorses Issuing Passports,1,,
25/06/2005 - 16:57,Abkhaz PM: Railway should be Reopened,1,,
26/06/2005 - 17:15,Abkhaz PM Advocates Privatization,2,,
27/06/2005 - 13:21,TV Report: Suspect in Bush Grenade Incident Identified,2,,
27/06/2005 - 13:51,Kokoity: Tbilisi Wants to Remove Russian Peacekeepers,2,,
27/06/2005 - 12:45,Tbilisi Claims Moscow’s Aid to S.Ossetia Includes Military Equipment,1,,
27/06/2005 - 17:13,"Kokoity Calls for Talks Between S.Ossetian, Georgian Interior Ministers",2,,
27/06/2005 - 20:01,Interior Ministry: No Suspect in Bush Grenade Incident,1,,
27/06/2005 - 23:14,A Man with a Plan,1,,
27/06/2005 - 20:57,Republican Party Elects New Leader,1,,
28/06/2005 - 01:14,Georgia’s IPAP Declassified,1,,
28/06/2005 - 09:49,Georgia Commits to Solve Conflicts Peacefully,3,,
28/06/2005 - 12:23,Georgian Parliamentary Chairperson Visits U.S.,1,,
28/06/2005 - 16:13,Georgia’s Commitment Under the Individual Partnership Action Plan (IPAP) with NATO – 2004-2006,30,,
28/06/2005 - 15:54,Georgian MFA: Abkhaz Portion of Maritime Border Closed,1,,
28/06/2005 - 16:33,"Russia, Bulgaria Protest on Georgian TV Report on Bush Grenade Incident",1,,
28/06/2005 - 17:19,Reports: Berezovsky Visited Georgia Twice in June,1,,
30/06/2005 - 14:29,"New Finance, Economy Ministers Appointed",1,,
30/06/2005 - 13:18,Major Route in S.Ossetian Conflict Zone Remains Closed,1,,
30/06/2005 - 14:16,Economy Minister Becomes Finance Minister,1,,
30/06/2005 - 16:31,Investigation of South Ossetian Incidents Hindered,1,,
30/06/2005 - 16:32,Scheffer: NATO would not Play Direct Role in Resolving Georgia Conflicts,1,,
30/06/2005 - 19:05,Rule on Electing City Council Passed with Second Reading,2,,
30/06/2005 - 23:54,"Police, Protesters Clash in Tbilisi",9,,
01/07/2005 - 02:55,"Interior Minister under Fire, as Riot Police Disperse Protesters",1,,
01/07/2005 - 10:57,"Saakashvili: Georgia, Ukraine Coordinate Regional Cooperation",1,,
01/07/2005 - 11:04,VAT Reduced to 18%,2,,
01/07/2005 - 10:05,Reports: Russian Tycoon Buys Stalin’s Dacha in Abkhazia,2,,
01/07/2005 - 14:22,Athletes’ Case Grows into Political Standoff,2,,
01/07/2005 - 12:02,PM Hails Interior Ministry for Restoring Order,1,,
01/07/2005 - 12:04,Parliamentary Debates Grow into Fist-Fight,1,,
01/07/2005 - 13:09,Opposition Calls for Rally to Protest ‘Government’s Violence’,1,,
01/07/2005 - 15:07,Report on Georgia by CoE,1,,
01/07/2005 - 17:59,Secessionist Leaders to Meet in mid-July,1,,
01/07/2005 - 17:15,Georgia Sets up Military Police,1,,
01/07/2005 - 18:16,Rule of Electing City Council Approved with Final Reading,1,,
01/07/2005 - 20:22,Opposition Rallies Against ‘Government’s Violence’,3,,
02/07/2005 - 11:07,Saakashvili Downplays Calls for Interior Minister’s Resignation,0,,
02/07/2005 - 12:18,Major Route in S.Ossetian Conflict Zone Reopened,1,,
02/07/2005 - 13:11,Abkhaz Railway Talks Start in Gali,2,,
02/07/2005 - 18:56,Agenda of Political Debate Changes in Government’s Favor,3,,
02/07/2005 - 14:26,Protesters Sentenced to Administrative Detention,2,,
02/07/2005 - 19:30,"Abkhaz, Georgian, Russian Sides to Meet in Tbilisi over Railway",2,,
03/07/2005 - 16:14,"Rice Comments on Conflicts, Military Bases",1,,
04/07/2005 - 11:00,WB Allocates USD 13 Million to Help Georgia in Flood Relief,1,,
04/07/2005 - 11:59,Two Criminal Suspects Killed in Clash with Police in Pankisi,1,,
04/07/2005 - 13:41,Turkish Vessel Seized near Abkhazia,4,,
04/07/2005 - 14:42,U.S. Military Experts’ Office Robbed in MoD,1,,
06/07/2005 - 17:56,Analysts Call for Cautious Approach to Abkhaz Railway,2,,
04/07/2005 - 16:40,New S.Ossetian PM Appointed,0,,
04/07/2005 - 17:46,Russian MPs Want to Increase Gas Price for Georgia,1,,
04/07/2005 - 17:18,Interior Ministry Sues TV Station,0,,
04/07/2005 - 18:26,Two Companies Pull Out from Airport Construction Consortium,1,,
05/07/2005 - 11:22,Russian Security Official Visits Georgia over South Ossetia,2,,
05/07/2005 - 12:03,Saakashvili: MoD to Contribute to  Social Program in Javakheti,2,,
06/07/2005 - 19:46,"Political Parties Outline Rules for Election Campaigning, Funding",1,,
07/07/2005 - 09:38,Ruling Party Hurries to Amend Election Code,1,,
07/07/2005 - 12:42,Election Code Amended,1,,
07/07/2005 - 12:38,Ex-Finance Minister Nominated as Ambassador to Switzerland,1,,
07/07/2005 - 12:49,Three High-Level Defense Officials Sacked,1,,
07/07/2005 - 13:59,"Authorities Accused, as TV Station Takes Talk-Show off the Air",2,,
07/07/2005 - 14:39,EU New Neighboring Policy- Is Georgia In?,1,,
07/07/2005 - 17:47,Russian Businessmen Visit Abkhazia,1,,
07/07/2005 - 20:06,Reports: Commerce Chamber Chief may Run for MP,1,,
08/07/2005 - 12:33,Journalists Accuse Government of Pressuring Media,1,,
08/07/2005 - 10:45,Russian Transport Minister Visits Georgia,1,,
08/07/2005 - 11:19,Georgia Condemns Terrorist Attacks in London,1,,
08/07/2005 - 13:05,Georgia Expects USD 300 mln from U.S MCA Assistance Program,1,,
08/07/2005 - 14:33,New Ambassador to Switzerland Approved,1,,
08/07/2005 - 14:34,National Security Concept Approved,2,,
08/07/2005 - 17:36,Major Road in S.Ossetian Conflict Zone Closed Down,1,,
08/07/2005 - 17:52,Amendments to Election Code Passed with Second Hearing,1,,
09/07/2005 - 17:21,De-Facto Authorities Ignore the Conference on South Ossetia in Adjara,1,,
08/07/2005 - 18:39,Russian MPs Call for Increasing Gas Price for Georgia,1,,
09/07/2005 - 13:24,Georgia Ratifies NAMSA Treaty on Missile Demilitarization,1,,
09/07/2005 - 10:22,"Saakashvili Hails Ruling Party, Urges Opposition to Cooperate",1,,
10/07/2005 - 12:59,Conference on South Ossetia Opens in Batumi,3,,
09/07/2005 - 14:17,Saakashvili Speaks of Vigorous Peace Process in S.Ossetia,1,,
10/07/2005 - 15:41,Tbilisi Pushes South Ossetia Peace Initiative at Batumi Conference,4,,
09/07/2005 - 18:51,New Abkhaz Navy Commander Appointed,13,,
11/07/2005 - 14:00,"PM: Tbilisi Expects Response Steps from Tskhinvali, Moscow",1,,
